"scene_id","instance_token","distance_ahead","lateral_offset","forward_velocity","side_velocity","vehicle_type","lateral_pos_5s"
86,"bd33485f32bf42b2962d9edeb5847c69",6.08028273176877,-5.39932640599484,0,0,"car",-5.97455336071449
86,"a8c36a1c6b3b4336ba261fb96d3bbc64",13.9164115509501,-6.33030696787872,0,0,"car",-13.894673034056
86,"f00e6898fc194a719d141a502daa5ed6",12.0495751816001,3.85171713034703,0,0,"car",3.37670928464317
86,"fbd94b05f2be42a6a9fc2f77bc3590ff",23.9862516534604,3.94852134342935,0,0,"car",3.92101596487644
86,"a78badaea8ce462a9fdb84f3ea02ca13",39.780286864769,5.18479663933299,0,0,"car",4.64097411242217
86,"2285b60b0c9045c5905b5b94a085f9a4",38.430197654655,-7.46179362303257,0,0,"car",-6.80543158841701
87,"2b64f6e216f545399e1b566d74d36cf8",0.92457988147575,-6.87869158500669,0,0,"car",2.0779806923003
87,"e8b0b33be1a647dc8a329d21188fb849",29.9566124057555,5.91184965772786,0,0,"car",6.14351564674924
87,"be6935a41c3e47bda91e38baf47543c7",38.950240828708,4.25346102125353,1.44175064493925,2.58493996057767,"car",2.85264572488765
87,"9e8ed3e41ce344f79d6ccc41a689446a",19.6222718883005,7.95313163484977,0,0,"car",9.05133513997512
87,"2b70dbe406164c14b19c3d94d095f498",29.8105320033184,-5.22098471540158,0,0,"car",-5.84168245492287
87,"5a4599e82426480fab907fce4d80722b",38.2687881011046,-4.5144698612923,0,0,"car",-6.85928078991503
87,"cea4646b36cd47f98493017eecfd82c3",30.036409267403,-5.67091194458692,0,0,"car",-6.85330604348133
88,"8761d33ce2a9490d9d1bdc6aa2ee44fb",35.5825756337702,3.7554159688241,0,0,"car",0.194631394092122
88,"7146422ff97d46ec87f995298f71a3ae",7.40893480103902,-3.36761759150532,0,0,"car",-4.51617036637393
88,"a8a316aa52804f4f9da388abbf0f0658",29.5625180637813,-3.15706690590137,3.14040928227884,0.930718067823548,"truck",-3.15013946363706
88,"6dc2601e7a2a43e09390aa307f566f85",31.948967146477,6.96715860927937,0,0,"car",13.0509461460914
89,"7ae0239f38fd49b98a3e0bf358aedcbe",25.0719584427995,-3.08558776177591,0,0,"car",26.3743491397306
89,"0f1235b3ff1a4ecabe93e0b7002f7254",23.3888155402417,-6.29057574093182,0,0,"car",-5.27836288378458
90,"4f3db0150b8f4335a351b23078a5b0a9",1.05523228573296,-5.57916272487339,0,0,"truck",-6.52159214901144
90,"7de83d506329477db79c68e5a5fd20dd",32.2791193783937,5.26537184292967,0,0,"car",6.38105839602347
90,"686023949f264f4f91f64a97e720eebf",31.8616148407312,-6.81925838809799,0,0,"car",-5.82056366644687
91,"1eab00cbce3c423682ef06cef9907081",12.8125729526422,-6.62313036283788,0,0,"truck",-8.59758281110081
91,"c32eb889a4b046fb9358af528309daa7",39.1825501730421,-6.92138800222148,0,0,"trailer",-18.2207997390361
92,"030df754e631472490e86136a7dd661c",13.9571994741716,-6.11234024297851,0,0,"car",-5.94333121876483
92,"1599aeebfd7341838681df840868c8c5",28.2572973406108,-6.05472160580716,0,0,"car",-6.17334517376947
92,"a8153ca491394dfeb603579375f971c5",36.5226186408229,-5.88002308664308,0,0,"car",-6.16228701062185
92,"b08d0ae4ce3c47b2ae0f881502101b5e",23.1918264906819,-6.02605943085307,0,0,"car",-6.09685224432165
92,"c2c05a52015648e2a51e32a5e0d10323",22.0384855744786,-6.54855326385304,0,0,"car",-6.72839142918065
93,"1849ca7903284c76926934f223cc0fb6",28.4727648831772,-5.82746976036486,0,0,"car",-5.6536007187686
93,"c058836f4c5649ad82ed7782242f2835",0.318512117011123,5.01134099322257,0,0,"car",5.28493901003219
93,"1e7b37252c994e90b7d365a26b3e82e7",13.5940689794919,5.43456764032452,0,0,"car",5.63442963460607
93,"9ab490db09fb464ab5cf242f153b8ec2",16.5600997174659,5.17916448082237,0,0,"car",5.34405813057079
95,"53d0c61860cf418cade2845798ebe0bc",34.5448068049262,7.98780144769778,3.20189572198814,-0.705255349466977,"car",36.4038883633948
98,"e3eb32355911441eba9cb092c351ed04",7.42259454908035,-6.56490813211602,0,0,"truck",-4.32662371304468
98,"9f21fb9dc6cc4a3a8e56102ba99f5033",34.3236463647156,-6.77354683849071,0,0,"car",-5.74739699441703
100,"7a232694b346405a98cc3e3ccdffb375",22.8667121619543,-7.05345881842749,1.06600896926258,1.88775873317151,"car",-0.961914414202463
100,"0b69743994c54ec29f84f0f54fbc24b0",36.0755361772117,-4.47058598326041,0,0,"car",-7.57475285249713
100,"87d4a03ad45c4547aa0230d1da8f14f2",39.9592324734412,7.75938400375272,0,0,"car",4.31722863276223
102,"698128c6f8814749bbb13ecf364f0561",28.1273711860263,-5.76897942767766,0,0,"car",-5.23041305878478
102,"197b1127f79248889bf3272b6cb734d4",21.3603985762122,-4.82981296372989,0,0,"car",-5.13645726987365
102,"f83ab96c19ec4700b59d080d96786c16",16.2926274331292,-5.49317970426235,0,0,"car",-5.48202122213269
102,"966a859a07af4288b09d7481c06014b6",29.771624762511,-5.55972292862096,0,0,"car",-5.30197809857487
103,"b7913a52aea14ea9800a4f9529fe5784",30.517550515752,-6.71280986444388,0,0,"car",-6.55260092039741
103,"fb3c7980a1c84efe918efe9b44e362fd",21.9994210661689,4.20590405408508,0,0,"car",4.24624042591092
103,"f2a5791561e646e9b3f7e7e33c015c29",20.5004137096392,-6.03233905259519,0,0,"car",-5.96825578856148
103,"e27c153f4ea7422fbff505316743bbd0",25.8001427585505,-6.35341300161641,0,0,"car",-6.54300658425916
103,"74cea16530ac4b69adfed691593b6fa2",17.9898066510282,6.69146018328688,0,0,"car",6.67397588786484
103,"f2ee0a4538884c4dbee97ab7c246ef61",23.3407748104566,-6.41117580681233,0,0,"car",-6.35529677693051
103,"6846f25435e24a5f90007c86977b0440",37.6354089737249,-7.56916354357368,0,0,"car",-8.05773682046659
103,"e33a8b43fabb496da70ca94c60d8ce01",39.9672135678768,3.3615233686478,-0.815122592156213,-0.0468019564164908,"car",4.48042429042856
103,"068d35be02c14b7ba558ca580ab8bd66",31.6565238462849,-6.39022660526942,0,0,"car",-5.72566977982231
103,"2eb9e757c4af41459432846340fd9c69",31.4865535229021,-6.56023213462991,0,0,"car",-5.7474277319739
103,"319fb7ad2fbf41709c0dfcc59cf8b184",30.5355264707233,3.84836087659588,0,0,"car",4.68380631744158
103,"c8b383a7df1945b6a01d7c9459e3b900",29.3999625977241,4.40502005319954,0,0,"car",4.82899940459609
104,"cfa7d2a22aa243c99e2c19195416cdde",8.74253625434591,7.6490648524984,0,0,"car",7.61560555935868
105,"2b220944d0ef4a4bbf731d106d312e27",34.6828851355433,4.13710153134947,0,0,"car",4.41055067133962
105,"771500044e6c416bbdfd2116d7790c9d",32.0176905225185,4.34855343242518,0,0,"car",4.41193914651395
105,"e84b47ef450b4876b5a58615b736c2ec",27.3279755110008,5.19365714883268,0,0,"car",5.25909942182491
105,"a0acd804d38a42418befbffa4beab82d",18.243738061824,5.03125136578533,0,0,"car",5.29686147977829
105,"611d47ee8fac416b8eea3d441ba824f7",29.8157988700727,4.78087959066391,0,0,"car",4.99736627897901
106,"96d716d70e9b4b989c906b4cebdf3d0c",3.3628935248868,-3.80507347490619,0,0,"car",9.53388336086891
106,"3f1529b7a5304f20932330acb221f8c2",0.583840512866636,5.8757666024263,0,0,"car",7.82973382221871
106,"92dc7bd37ae9473aaf1ec308ec450940",15.5746317817732,5.0562617551781,0,0,"car",7.70787716515752
106,"4a239aa287574cf39a2c7c2a3a24c2ae",5.69484787640253,6.15792874735239,0,0,"car",8.33495623156132
106,"a65496e83bfa47139ce686ddca7b092a",25.072172826321,4.04580238241978,0,0,"car",7.28167764691726
106,"24330dab6e2b461da3df5799f5eac86e",13.4418474398014,7.21819308519372,0,0,"car",4.80512781650333
106,"a4570a9d661c4675bd67d463e9fdbb83",35.3746982178622,5.79316496227643,0,0,"car",4.53698338894148
106,"457fb3f6481248498036a8b1c763bd39",36.8552440097544,-4.8534274784661,0,0,"car",-3.44457606498325
106,"fe48713a93d54d179f739b5159a7291d",22.2589029590141,7.83048476022581,0,0,"car",9.82381862615316
106,"5a6ecfd49fd14bf4be6755e74355f1e4",34.5104887056821,-6.58224979106205,0,0,"car",-3.19616383833163
106,"229b2040da444f6a9772b588924a9fc9",22.97052952523,-6.75953642132919,0,0,"car",-5.80313561086645
107,"9e8cb3be6d754388b08e0d95b781c8c8",22.1982994787319,-6.18934680453359,0,0,"car",49.6024315383076
107,"c902f832e0d748089b566f757bb004d0",36.68795115787,7.23867065419889,0,0,"car",2.80862670702007
107,"2feb4dfe679d4af09c63b534eda434c2",34.8345845935775,5.3057150152057,0,0,"car",-21.0770264040167
111,"c141f4316e8140c28966dda9aeac6f06",37.2307730915608,-7.85300790068593,0,0,"car",-29.4707593605611
112,"0e8e87a4640b4f5d89070c23661517b4",35.2048188110334,-4.65373006626779,0,0,"car",-3.95479398796553
113,"e99f102efe604ec0b52e02b61e7b3ea7",19.4590262180151,-3.68005994049421,0,0,"car",-16.6059360876032
114,"db35b5352c8448beafc34b85b6094492",23.3569342820747,7.04505411510641,0,0,"car",15.7078441156535
115,"a8dcfc06611b4140a531cc1ed96a6192",28.6272454933163,7.22616601886005,-0.546290006577002,0.289546620389238,"car",-4.5931572337668
115,"7d78202166dc43f391ca2496603c0581",34.6274275702844,-3.78147445500313,0,0,"car",-4.45843900071436
118,"3e5e2352bd96499badbe5685011582b7",7.95297198298413,3.26571382422265,0,0,"car",3.32107055178823
118,"a199eaecd53847f18b8e6da06e7725eb",1.41364389139129,-6.19254532028634,4.51023145578379,-0.460055983206044,"car",-8.03823950260174
118,"3d11b2ec59fc496f91e1c1d46e974eea",1.38060996543216,-7.67790461247375,4.45702262256795,-0.449403238578356,"car",-20.8770826908515
119,"3554e3bf129f4d80a675927dba4946e8",28.5769093896815,6.84581596267584,0,0,"car",6.35091930111838
119,"e2a68728f8ca473f8f58ca730c560d89",31.9725950876513,-3.30479146768344,0,0,"car",-3.92395034733659
120,"b7c50ee98e344f30a6c12681c4aea0b4",15.4407904796803,3.17661216576764,0,0,"car",3.14243663323267
120,"703e553b4c53462cbfd8eb9b0558c43d",19.4407904619389,5.15333199097307,0,0,"car",5.13180894596259
121,"5bf213e988274e8aaf58215363806c0e",24.8880695460531,7.30691482961821,0,0,"truck",7.26203598068787
121,"851b643b73274ce9a8d20da1c7dd5690",2.86121500850349,7.90231006570318,0,0,"car",7.90207374694309
121,"9559fc42d5db4cfbaabe38562d5a9fe6",16.551578005068,7.7796120904898,0,0,"truck",7.79501903415983
121,"7a31b2e739884d4aa9b4bd4f7add22c2",16.7854906337655,-4.65042014958622,0,0,"car",-4.70064083599665
121,"4fef7931d36643e9854aceffcc8b0482",0.154563266791544,7.97987912904441,0,0,"car",8.00636427162878
121,"9ef94933aa6b437ea69c40dc8012dba4",5.65052425666728,-4.55345371590772,0,0,"car",-4.55165571637085
121,"348af7541fb64341bd1e9f2a166ac333",27.6978488615818,-5.18177241460664,0,0,"car",-5.21196647003909
121,"8ecc87451b4e4cccbfee2e442f373cb1",30.3566420919361,-5.00895109316451,0,0,"car",-5.05821785290121
121,"29f300fdb163412596404fc5497f9659",11.280027622949,-4.00562282753137,0,0,"car",-4.00492523666354
121,"988697cc92c443909b31e61ac9775cf4",11.4594961932527,7.31873534846452,0,0,"car",7.31843221193823
121,"827e8186503648ba8318cbe8506183cc",0.371974813409035,-4.79976277175138,0,0,"car",-4.79020226869485
121,"02acd26ba0154e2b986e94a61f00fe3e",3.16166306673046,-4.86304169368255,0,0,"car",-4.83646746822724
121,"5b4bbf2f8d5e414895bdd194942d9c18",19.5040183664317,-5.07288608451746,0,0,"car",-5.09596504891591
121,"db27136c29334eacb5c0e067a2f6f726",8.54684792411817,-4.48443869955793,0,0,"car",-4.44957458994455
121,"7ec86196002e444881aa45083a4b1b94",19.9623574775472,7.97884970956045,-0.162372452615255,-0.0527132943079823,"car",7.88260535423093
121,"ca35a939bec54307b28df8cafe55af57",0.179497892413783,3.11168345609207,3.44622081106199,0.0512402214615887,"car",-0.591355070927221
121,"54d01ffbbda24631b848d2d5212829dc",13.7117562563502,-5.16887824770568,0,0,"car",-5.13588370951539
122,"f5640c2410154cc98e48869f55a46dbd",38.6509643572621,-3.45476657481838,0,0,"car",-19.4980542135529
122,"d5361e5fc40b4a4792a212de77ff2d1a",7.1672196567284,-4.34752687823406,0,0,"car",-0.0854113357567472
122,"8724fb8ce59a4a55940748e921718474",7.09040366471957,7.93503473694329,0,0,"car",9.36360766931958
122,"876a5a4110cb4f03a281c82c0a851973",4.10869831314761,7.92974788719891,0,0,"truck",11.2458845141205
122,"8c96fa09d22041d0930aa2f3da73add1",9.90121122360999,-4.19274597997226,0,0,"car",-1.75585349106804
122,"1a6a60f4a96849a9afbf95488c5bac86",1.85914177394642,-4.71152586328605,0,0,"car",2.94114092811409
122,"699d00eae87547a4827419d9007d3c93",26.1638093250338,7.75838360326952,-0.988695216366064,0.0337068604530192,"truck",9.35576042246203
122,"dff7cc0b916d441aafc33caec9a0475c",26.3634142719693,7.98638955369455,-0.049418889848443,0.0513261137354536,"car",20.8344352549988
123,"a536dc9314c54cabb9989e0e311058b6",38.2507878936199,-7.91649022591923,0,0,"car",-9.10801306329922
124,"f47726f32c0847449a7da04a9110b847",22.2953464885694,-7.07506206037309,0,0,"truck",-7.94524318980863
124,"4959a6873b02467fb85b834ffff4ac4b",16.7655008807188,-7.45831562902042,0,0,"car",-9.33996000106205
124,"ba740f6db3f9478a99a5b288fe80ad44",28.0958343336127,6.6250273939847,0,0,"car",6.47661967646579
125,"fe574f0af4894e34a40c7ee74ba725aa",33.2673469949439,5.1999717127332,0,0,"car",5.70124359056149
125,"b59ae090ef454b7a811bea2fd4e5b74d",33.9957729708143,6.25572473531234,0,0,"car",6.53025632042401
125,"d74f6e2fc3df4626a399c3ea0f49fe9c",39.4483528969279,5.98059892605293,0,0,"car",6.14509933588991
125,"4d0629391b6749f4b13069103ee77ad1",39.5853502806668,6.67221891671638,0,0,"car",6.48001089051955
125,"91da897c753f4beeb9d2c452712b528a",38.7569729538732,6.05888837812775,0,0,"truck",5.41515612174362
126,"c7b9c8e001af4e0e8d27ecd10ef6f8a1",5.64129619477876,7.93956907149183,0,0,"car",8.31122195777783
126,"7aa1809433d2415e80e29ef3411d2293",39.5470416640725,7.91049887467768,0,0,"truck",8.10586335380829
126,"1f767c77a131418d85f6300040e3a545",22.7608492765341,7.28549066497965,0,0,"car",7.7395662694265
127,"4829722066c8421baaad3ad5eedd8b7b",38.7297978375733,-7.03672563703921,0,0,"car",-5.86762872115016
127,"0dddcff19af64cd194e4bd1fa23dd8d9",27.2587414686572,-6.49854960555562,0,0,"car",-5.88105766150825
127,"e45c595ce8394518a7e473287b1c1fdd",37.4788932347611,7.59569952713431,0,0,"car",11.3006793775839
128,"ac847ae95ce04365bc0e26572be27e4a",26.6101999339018,-7.87495682777697,0,0,"car",-7.60164190965481
128,"0cf17b32441140f79d8d534a6c152419",24.0605671319561,-7.60460191791684,0,0,"car",-7.63662471059739
128,"d6347bda77204359959af52e43c280c2",35.340121131501,-7.93477595282582,0,0,"car",-7.9478243592407
128,"ce0d1e7264c244b08c4e61280f9dcae8",34.1537246684205,7.40942578175972,0,0,"car",7.68937052712753
128,"dd7d3833a77540f8bdbf2b5533eae004",37.4412094638677,-4.85937734380924,0,0,"car",-5.0568456645012
129,"23628e425931465db56fab9442070b84",25.402921266398,-3.12832439021706,0,0,"truck",-3.93021906975554
130,"34170c68e1ca40a1a864c7cfb35e4363",0.947490099722796,-3.60009380125543,0,0,"truck",-3.58856258800227
130,"611827bb588140fe99b06de8287bbac7",10.7765861738212,-5.7002015566171,0,0,"trailer",-6.50888839371155
130,"104b3f99882541ef8aafc96ae70cf500",26.5739989851831,-5.93360347402718,0,0,"trailer",-5.55073195159063
131,"1fe4605a80a644199d0d566f455bb410",25.0285345268647,-3.06994872594901,0,0,"car",-4.05462899520368
131,"1eea108673a44dfd8b10ca9e9bcd3413",9.49293556269953,7.91994519882857,0,0,"truck",7.28319887793292
131,"8c983d7d10ad428785fef4a9ea6766a9",18.6328001062264,-3.48428002280928,0,0,"car",-4.18366869902818
131,"ab89857db458472a80b607e310c24b84",20.8630377056858,-4.75866493349419,0,0,"car",-4.19263965260951
